SampleRate_Hz,Mean_ToF_us,StdDev_ToF_us,Successful_Captures,Raw_ToFs_us
2000000,72.23977223065046,0.12377456255723275,10,"[np.float64(72.31929518487715), np.float64(72.33696317746211), np.float64(72.25472345385808), np.float64(72.19072063993234), np.float64(72.44962270586569), np.float64(72.38601593215185), np.float64(72.0775101514683), np.float64(72.09937837258015), np.float64(72.096360021347), np.float64(72.18713266696206)]"
2142857,72.0548615652152,0.15303555840878552,10,"[np.float64(71.99869929056263), np.float64(72.3263371938841), np.float64(72.34317646904137), np.float64(71.92007070611673), np.float64(72.15157102130033), np.float64(72.00996279837435), np.float64(71.93660326416858), np.float64(71.94203697894918), np.float64(71.96079660285758), np.float64(71.95936132689725)]"
2307692,71.95341120341186,0.06881574666317793,10,"[np.float64(71.83065079572705), np.float64(71.96776388901787), np.float64(71.8611081717427), np.float64(72.06138913923373), np.float64(71.99826217262894), np.float64(71.99061261100746), np.float64(72.02520934973771), np.float64(71.90214641866073), np.float64(71.96683851895585), np.float64(71.93013096740657)]"
2459016,71.7713113128012,0.05247475770386644,10,"[np.float64(71.80462268047098), np.float64(71.85050447642053), np.float64(71.72625528317323), np.float64(71.75533118102335), np.float64(71.74350427311123), np.float64(71.73576802117957), np.float64(71.72913274211649), np.float64(71.71157066796967), np.float64(71.87298633438411), np.float64(71.78343746816284)]"
2631579,71.63165307670714,0.08997863822638384,10,"[np.float64(71.75442490584719), np.float64(71.75795940753423), np.float64(71.53910620305386), np.float64(71.53178457348776), np.float64(71.67280848488363), np.float64(71.74570254155377), np.float64(71.60448665786387), np.float64(71.51990794061014), np.float64(71.61529176314893), np.float64(71.57505828908812)]"
2777778,71.52026214752726,0.06514901600514374,10,"[np.float64(71.59624474862373), np.float64(71.57665809425339), np.float64(71.58383627960549), np.float64(71.5062983710757), np.float64(71.42467970666637), np.float64(71.48299919352979), np.float64(71.59625767004184), np.float64(71.50684498599605), np.float64(71.40724935980592), np.float64(71.52155306567427)]"
2941176,71.36200538253424,0.09955250867916234,10,"[np.float64(71.40913515763299), np.float64(71.32362007336022), np.float64(71.36457742963105), np.float64(71.3618986223723), np.float64(71.43523919470115), np.float64(71.53844334406247), np.float64(71.36787818088284), np.float64(71.41122937110957), np.float64(71.1468604660718), np.float64(71.26117198551803)]"
3125000,70.80457481165725,0.6021830034473639,10,"[np.float64(71.44639662654059), np.float64(70.99055116655413), np.float64(71.14690924806165), np.float64(70.21270529203403), np.float64(71.37421262232489), np.float64(70.00491503824261), np.float64(69.7889936100517), np.float64(71.33106506249776), np.float64(70.41144855835572), np.float64(71.33855089190929)]"
3260870,70.65996810770264,0.5425082892636125,10,"[np.float64(71.1884248655153), np.float64(70.296048959541), np.float64(71.38877391242967), np.float64(71.01888315368036), np.float64(69.67669050241432), np.float64(70.4581745282754), np.float64(70.75409803976619), np.float64(71.12059423227234), np.float64(69.87493330552702), np.float64(70.82305957760481)]"
3409091,70.22294139117525,0.9088232902597088,10,"[np.float64(71.33966990364716), np.float64(70.1506789475003), np.float64(69.83379606857746), np.float64(70.70702124200648), np.float64(71.85671804214577), np.float64(69.59596024123593), np.float64(69.9899691099357), np.float64(70.0045851588201), np.float64(70.38073165696629), np.float64(68.37028354091733)]"
3571429,70.44077663544304,0.8563673926228299,10,"[np.float64(71.6638394048511), np.float64(69.97927309310872), np.float64(69.79081261298555), np.float64(70.2317842371815), np.float64(69.14637223303174), np.float64(69.45454970676644), np.float64(70.59554673815664), np.float64(70.77030946583939), np.float64(70.84686142229893), np.float64(71.92841744021055)]"
3750000,66.58469282715653,1.1179238381054244,10,"[np.float64(66.66523470719173), np.float64(67.51760444579406), np.float64(63.8304593767888), np.float64(67.19347089622315), np.float64(66.72764579590776), np.float64(66.90066218120556), np.float64(67.16638116891363), np.float64(68.002601961957), np.float64(66.31854131127582), np.float64(65.52432642630782)]"
3846154,68.49456678301115,1.2765532248850864,10,"[np.float64(70.17350358502138), np.float64(70.02455747483175), np.float64(68.22009630294927), np.float64(68.34927471560101), np.float64(65.34618782685375), np.float64(69.2098870123811), np.float64(68.3114326483211), np.float64(68.46083780259704), np.float64(67.89043888396515), np.float64(68.95945157758996)]"
4054054,68.03651301318541,1.1049420076280936,10,"[np.float64(69.01173870404887), np.float64(68.47346541086493), np.float64(67.51199540631397), np.float64(67.83071729248644), np.float64(65.83899615095682), np.float64(68.57145473375161), np.float64(67.95543459201767), np.float64(70.25901742163938), np.float64(67.3709133838215), np.float64(67.54139703595303)]"
4166667,64.50815050041143,1.6931826357219375,10,"[np.float64(66.89735527145794), np.float64(61.551882394744894), np.float64(64.32505817221553), np.float64(66.53671329665643), np.float64(63.11663398973915), np.float64(65.23554913281023), np.float64(64.21446384032221), np.float64(66.531807825778), np.float64(63.918093958068184), np.float64(62.75394712232173)]"
4411765,64.00680475819571,2.2985591179296425,10,"[np.float64(67.37370273145656), np.float64(60.163864029311796), np.float64(65.0467734392598), np.float64(63.9022862381965), np.float64(60.66192276328741), np.float64(66.3650161567444), np.float64(64.95735135121384), np.float64(64.48032644251411), np.float64(65.47644782795501), np.float64(61.64035660201761)]"
