P_chamber_psia,OF_ratio,Isp_s,Cstar_m_s
700.0,14.517241379310345,266.9045450484165,1500.2141646370908
700.0,15.0,265.25888616069795,1493.1527938593747
750.0,1.0,203.73971486805078,1120.6539292279072
750.0,1.4827586206896552,216.59639512599094,1196.8697234423275
750.0,1.9655172413793105,225.79016737487552,1256.6609416271726
750.0,2.4482758620689653,233.29157436695908,1311.1899634712195
750.0,2.931034482758621,239.62556319988587,1360.6898557134755
750.0,3.413793103448276,246.96977809795317,1423.1404725244229
750.0,3.896551724137931,256.2249829214663,1484.8944900156562
750.0,4.379310344827586,264.5850770629154,1529.436717653328
750.0,4.862068965517242,271.19787152191185,1562.3205090664767
750.0,5.344827586206897,276.3385229672712,1586.6836360324735
750.0,5.827586206896552,280.3726742530247,1604.1337907793943
750.0,6.310344827586207,283.52056531202936,1615.145053607825
750.0,6.793103448275862,285.9124973877257,1619.8900389369085
750.0,7.275862068965518,287.6347797285256,1619.2684657230632
750.0,7.758620689655173,288.7453376697437,1614.8527490989309
750.0,8.24137931034483,289.2717519673798,1608.131776525597
750.0,8.724137931034484,289.1844830487348,1600.1464851330998
750.0,9.206896551724139,288.3294332030069,1591.5330826703805
750.0,9.689655172413794,286.6324033008709,1582.661190862377
750.0,10.172413793103448,284.5879197010892,1573.7424360613807
750.0,10.655172413793103,282.4566905003746,1564.8970640324428
750.0,11.13793103448276,280.32402869801507,1556.1928591117914
750.0,11.620689655172415,278.2269694224888,1547.6668770986819
750.0,12.10344827586207,276.18350698826146,1539.3385292826697
750.0,12.586206896551724,274.20250938649184,1531.2165952922853
750.0,13.068965517241379,272.28799372655783,1523.3038403928415
750.0,13.551724137931036,270.4412076039428,1515.599422646591
750.0,14.03448275862069,268.6617581048057,1508.100565482398
750.0,14.517241379310345,266.9482927843232,1500.8034654273497
750.0,15.0,265.29886696831187,1493.703779093389
800.0,1.0,203.8661180592289,1121.4128929420233
800.0,1.4827586206896552,216.7465974820395,1197.7838990900314
800.0,1.9655172413793105,225.93924493280034,1257.4837626454464
800.0,2.4482758620689653,233.42130196956919,1311.6969933368207
800.0,2.931034482758621,239.73510884906096,1360.9363949611275
800.0,3.413793103448276,247.03716468734862,1423.1416454986788
800.0,3.896551724137931,256.24779955902477,1484.889667760877
800.0,4.379310344827586,264.58866712234703,1529.4439335546483
800.0,4.862068965517242,271.2028981935445,1562.3638297644598
800.0,5.344827586206897,276.34808824483343,1586.7962699941054
800.0,5.827586206896552,280.3890452697596,1604.3613557535828
800.0,6.310344827586207,283.5464271892813,1615.540751910611
800.0,6.793103448275862,285.95035106568486,1620.4785155380825
800.0,7.275862068965518,287.6863718340049,1620.0205068184537
800.0,7.758620689655173,288.8117610983498,1615.7118556671849
800.0,8.24137931034483,289.3538989414428,1609.0468616842486
800.0,8.724137931034484,289.283201046849,1601.081650529527
800.0,9.206896551724139,288.44277449188115,1592.465190662031
800.0,9.689655172413794,286.7426491968748,1583.575652476188
800.0,10.172413793103448,284.68782305639974,1574.6299987384073
800.0,10.655172413793103,282.54638671761995,1565.751871333261
800.0,11.13793103448276,280.40456053149023,1557.011245235917
800.0,11.620689655172415,278.29941583011816,1548.4466444270656
800.0,12.10344827586207,276.2488375404016,1540.0785169410901
800.0,12.586206896551724,274.26156707551274,1531.9163954957357
800.0,13.068965517241379,272.34150585680237,1523.9636120884215
800.0,13.551724137931036,270.48980179725896,1516.2197601799892
800.0,14.03448275862069,268.70597765954926,1508.6824038809457
800.0,14.517241379310345,266.98860967068845,1501.3480041097732
800.0,15.0,265.3356933487409,1494.2123728424838
850.0,1.0,203.98426586751484,1122.1213437055808
850.0,1.4827586206896552,216.88741782362365,1198.6406203287247
850.0,1.9655172413793105,226.07966211405886,1258.2617943065025
850.0,2.4482758620689653,233.54411689389534,1312.185772321196
