P_chamber_psia,OF_ratio,Isp_s,Cstar_m_s
850.0,2.931034482758621,239.83908772539877,1361.1782809863744
850.0,3.413793103448276,247.1014609903434,1423.1434813181313
850.0,3.896551724137931,256.26990823463876,1484.885188981392
850.0,4.379310344827586,264.59212812895606,1529.4502770576291
850.0,4.862068965517242,271.20749122573363,1562.402846221618
850.0,5.344827586206897,276.35683812341983,1586.8982685586075
850.0,5.827586206896552,280.40405803732443,1604.5686606259949
850.0,6.310344827586207,283.570213221118,1615.9035485189502
850.0,6.793103448275862,285.9852802742935,1621.0219591876228
850.0,7.275862068965518,287.7341149643934,1620.719115077685
850.0,7.758620689655173,288.8733615388782,1616.5129314469355
850.0,8.24137931034483,289.4301987474869,1609.9018829556633
850.0,8.724137931034484,289.37500371860943,1601.9562633505363
850.0,9.206896551724139,288.5484145127587,1593.3372093348976
850.0,9.689655172413794,286.84541148414365,1584.4310733227067
850.0,10.172413793103448,284.780832050708,1575.4599694890728
850.0,10.655172413793103,282.6298230447457,1566.550799366138
850.0,11.13793103448276,280.47942274094845,1557.775645786035
850.0,11.620689655172415,278.36672277634705,1549.1744445075271
850.0,12.10344827586207,276.3095004670117,1540.7686397932155
850.0,12.586206896551724,274.31637656378507,1532.5684869099134
850.0,13.068965517241379,272.39114322035186,1524.5778604392992
850.0,13.551724137931036,270.5348545792879,1516.7967694087026
850.0,14.03448275862069,268.74695424199166,1509.2231015062464
850.0,14.517241379310345,267.0259517991435,1501.8535671634231
850.0,15.0,265.3697864890976,1494.6841674823997
900.0,1.0,204.09512249487605,1122.7852153373499
900.0,1.4827586206896552,217.01992751072538,1199.4464488611882
900.0,1.9655172413793105,226.2123628332706,1258.9996044456009
900.0,2.4482758620689653,233.66074164341083,1312.6576830443473
900.0,2.931034482758621,239.93807539978988,1361.4156631685735
900.0,3.413793103448276,247.16297733686605,1423.1458901200936
900.0,3.896551724137931,256.29136245976866,1484.881020779786
900.0,4.379310344827586,264.59548328209587,1529.455893650548
900.0,4.862068965517242,271.2117105475263,1562.4381981441477
900.0,5.344827586206897,276.3648839146617,1586.9912217383246
900.0,5.827586206896552,280.4178929536536,1604.758440318253
900.0,6.310344827586207,283.5921937994013,1616.237718789148
900.0,6.793103448275862,286.017658491335,1621.5260084747938
900.0,7.275862068965518,287.7784930249222,1621.3707693541335
900.0,7.758620689655173,288.93073851123654,1617.2628863091868
900.0,8.24137931034483,289.5013721336026,1610.7039220830989
900.0,8.724137931034484,289.46073719331633,1602.7774333525088
900.0,9.206896551724139,288.6472778985349,1594.1561806120637
900.0,9.689655172413794,286.941589228744,1585.2343718273264
900.0,10.172413793103448,284.86778240681394,1576.2391192178718
900.0,10.655172413793103,282.70776314428207,1567.3004362549757
900.0,11.13793103448276,280.54931014756005,1558.4924500273544
900.0,11.620689655172415,278.42952246304407,1549.8564587235867
900.0,12.10344827586207,276.3660718440557,1541.4148432392858
900.0,12.586206896551724,274.36746381549955,1533.1785849859243
900.0,13.068965517241379,272.4373870111471,1525.1520823012982
900.0,13.551724137931036,270.5768070866516,1517.3356957735793
900.0,14.03448275862069,268.7850930321386,1509.7276670784677
900.0,14.517241379310345,267.0606917198827,1502.3249273467893
900.0,15.0,265.40148943652196,1495.1236549956993
950.0,1.0,204.19949459525915,1123.4094667343345
950.0,1.4827586206896552,217.1450250853084,1200.2068577974555
950.0,1.9655172413793105,226.33814393979588,1259.7010598327247
950.0,2.4482758620689653,233.77178728602524,1313.1137692703671
950.0,2.931034482758621,240.03255974746952,1361.6486013105637
950.0,3.413793103448276,247.22197753801262,1423.1489031893263
950.0,3.896551724137931,256.3122095634907,1484.8771313191016
950.0,4.379310344827586,264.59875093312723,1529.4608853713992
950.0,4.862068965517242,271.2156051095054,1562.4704019160345
950.0,5.344827586206897,276.3723162501178,1587.0763547052254
950.0,5.827586206896552,280.43069995951004,1604.9330969330701
950.0,6.310344827586207,283.61259339286204,1616.5469375204207
950.0,6.793103448275862,286.04779476974204,1621.9953591659046
950.0,7.275862068965518,287.8199067284622,1621.980866239815
950.0,7.758620689655173,288.98438894526714,1617.9674789582111
950.0,8.24137931034483,289.56801718572643,1611.4588910115503
950.0,8.724137931034484,289.54110430285596,1603.5510988818846
950.0,9.206896551724139,288.74013479413713,1594.927991252695
950.0,9.689655172413794,287.0319311654383,1585.9913520377213
950.0,10.172413793103448,284.9493692881445,1576.9730996332387
950.0,10.655172413793103,282.78084164902145,1568.006274609496
950.0,11.13793103448276,280.6147997971073,1559.166970557771
950.0,11.620689655172415,278.4883396459542,1550.4978143618525
950.0,12.10344827586207,276.4190296522786,1542.022088272456
950.0,12.586206896551724,274.41526505813204,1533.7514602776303
950.0,13.068965517241379,272.4806361955731,1525.6908265236955
950.0,13.551724137931036,270.6160249061147,1517.8409050472767
950.0,14.03448275862069,268.8207296891031,1510.2002666539388
950.0,14.517241379310345,267.09313816543477,1502.7660517615038
950.0,15.0,265.4310866298427,1495.5346053731357
1000.0,1.0,204.29806339551044,1123.9982834195746
1000.0,1.4827586206896552,217.26347141151578,1200.9265134963475
1000.0,1.9655172413793105,226.45768428544676,1260.369524291597
1000.0,2.4482758620689653,233.87777710174748,1313.5550638721897
1000.0,2.931034482758621,240.12296038227993,1361.8773980234691
1000.0,3.413793103448276,247.27868814562524,1423.152446516016
1000.0,3.896551724137931,256.33312344189727,1484.8734873088563
1000.0,4.379310344827586,264.6019456950171,1529.4653526118382
1000.0,4.862068965517242,271.2192153459057,1562.499879149366
1000.0,5.344827586206897,276.37920985795864,1587.1546785989096
1000.0,5.827586206896552,280.4426018321642,1605.094454931208
1000.0,6.310344827586207,283.63159728077625,1616.8341219048718
1000.0,6.793103448275862,286.07594698936356,1622.4339342987128
1000.0,7.275862068965518,287.85869116659404,1622.553929774869
1000.0,7.758620689655173,289.03472910257364,1618.6315609413223
1000.0,8.24137931034483,289.63063538786895,1612.171774917275
1000.0,8.724137931034484,289.61669491251087,1604.2822694256442
1000.0,9.206896551724139,288.82763322184496,1595.6576080577186
1000.0,9.689655172413794,287.11706721915124,1586.706888784428
1000.0,10.172413793103448,285.0261768871561,1577.6666807128925
1000.0,10.655172413793103,282.8495914218788,1568.6729555168044
1000.0,11.13793103448276,280.67637590968,1559.8037113186247
1000.0,11.620689655172415,278.54361450004063,1551.1028468819595
1000.0,12.10344827586207,276.4687746185712,1542.5945375633146
1000.0,12.586206896551724,274.4601458657721,1534.2910978596244
1000.0,13.068965517241379,272.52122496202855,1526.1979064125712
1000.0,13.551724137931036,270.65281419548614,1518.3160677954747
1000.0,14.03448275862069,268.85414520485745,1510.6444006220074
1000.0,14.517241379310345,267.1235494911996,1503.1802713746636
1000.0,15.0,265.45881643258076,1495.9201818296053
