P_chamber_pascals,OF_ratio,Isp_s,Cstar_m_s
100000.0,8.212121212121211,282.3320808418926,1545.2184732719497
100000.0,8.353535353535353,282.07303517413607,1542.801612147459
100000.0,8.494949494949495,281.7739516867314,1540.3883938506763
100000.0,8.636363636363637,281.440543552158,1537.9832819980702
100000.0,8.777777777777779,281.0788571549234,1535.5899713288834
100000.0,8.919191919191919,280.69453174955447,1533.2114225013984
100000.0,9.06060606060606,280.29239041081206,1530.8500436175627
100000.0,9.202020202020202,279.87634884230005,1528.5077673582548
100000.0,9.343434343434343,279.4495033767267,1526.1861291637695
100000.0,9.484848484848484,279.0142775826474,1523.8863805474891
100000.0,9.626262626262626,278.5725623852448,1521.6093336495755
100000.0,9.767676767676768,278.12585080571586,1519.355762613438
100000.0,9.909090909090908,277.67531294737165,1517.1261494209107
100000.0,10.05050505050505,277.22240627607425,1514.9208293882637
100000.0,10.191919191919192,276.7658322838136,1512.7400016979402
100000.0,10.333333333333332,276.3091708088354,1510.5837518723363
100000.0,10.474747474747474,275.85098851777616,1508.4520707139468
100000.0,10.616161616161616,275.39215463613743,1506.3448554753013
100000.0,10.757575757575758,274.9330156583534,1504.2619828091113
100000.0,10.898989898989898,274.47385751659033,1502.2032307895468
100000.0,11.04040404040404,274.0149304882601,1500.1683483876652
100000.0,11.181818181818182,273.55645523185956,1498.1570486916755
100000.0,11.323232323232324,273.0986294605872,1496.1689685441877
100000.0,11.464646464646464,272.6416352660438,1494.203847342597
100000.0,11.606060606060606,272.1856371092699,1492.2612950722148
100000.0,11.747474747474747,271.73079948927455,1490.3409562198774
100000.0,11.88888888888889,271.2772691346836,1488.4424361518893
100000.0,12.03030303030303,270.8251892159723,1486.5653470029843
100000.0,12.171717171717171,270.3746968869259,1484.7092964436972
100000.0,12.313131313131313,269.9259236640842,1482.8738898847619
100000.0,12.454545454545453,269.4781993567648,1481.058732326809
100000.0,12.595959595959595,269.0334637513165,1479.2634172964308
100000.0,12.737373737373737,268.5907765117722,1477.4875787892097
100000.0,12.878787878787879,268.150244125475,1475.7308162016811
100000.0,13.020202020202019,267.71197132292656,1473.992746154004
100000.0,13.16161616161616,267.2760573350499,1472.2729904782843
100000.0,13.303030303030303,266.84259543421274,1470.5711768245326
100000.0,13.444444444444445,266.41167217312073,1468.8869391664914
100000.0,13.585858585858585,265.9833659540123,1467.219906462457
100000.0,13.727272727272727,265.55775690383086,1465.5697880674516
100000.0,13.868686868686869,265.1349082624804,1463.9361496496288
100000.0,14.01010101010101,264.71488213990983,1462.3186930596653
100000.0,14.15151515151515,264.2977328558979,1460.7170882615071
100000.0,14.292929292929292,263.8835095135164,1459.1310147014713
100000.0,14.434343434343434,263.47225519632786,1457.5601531295304
100000.0,14.575757575757574,263.0640047591358,1456.0041883441636
100000.0,14.717171717171716,262.6587965087835,1454.4628429133527
100000.0,14.858585858585858,262.25665522134614,1452.9358139324181
100000.0,15.0,261.85760401096854,1451.4228170414037
200000.0,1.0,196.88232417587264,1078.60037891521
200000.0,1.1414141414141414,200.9163699746198,1101.4441222571484
200000.0,1.2828282828282829,204.49421696538272,1122.602192728631
200000.0,1.4242424242424243,207.80105590831482,1143.225688876418
200000.0,1.5656565656565657,210.96074229829532,1164.4497620621548
200000.0,1.7070707070707072,214.0297492362944,1186.94270011068
200000.0,1.8484848484848484,217.00772965630722,1210.276122097662
200000.0,1.9898989898989898,219.8716014631331,1233.4191805173132
200000.0,2.1313131313131315,222.6026650310401,1255.5895372267205
200000.0,2.2727272727272725,225.1928419430532,1276.4436466468612
200000.0,2.4141414141414144,227.6417779381079,1295.9136006216615
200000.0,2.5555555555555554,229.9534894460421,1314.0548163340654
200000.0,2.696969696969697,232.13416543396272,1330.9658660493853
200000.0,2.8383838383838382,234.19105981280327,1346.7543475586376
200000.0,2.9797979797979797,236.13175410992787,1361.5228815945113
200000.0,3.121212121212121,237.96501135380848,1373.4302182865626
200000.0,3.2626262626262625,241.04887810630373,1399.0041485419822
200000.0,3.404040404040404,244.4501552956329,1422.0093737082816
200000.0,3.5454545454545454,247.82771506369392,1442.606174014726
200000.0,3.686868686868687,251.11744894006813,1461.0938763234676
200000.0,3.8282828282828283,254.28432039834038,1477.6966721489257
200000.0,3.9696969696969697,257.21515396152375,1492.5906369488455
200000.0,4.111111111111111,259.8843801151585,1505.922727962436
200000.0,4.252525252525253,262.317293197571,1517.8234239943242
200000.0,4.393939393939394,264.5400473296873,1528.4122767982135
200000.0,4.535353535353535,266.5749999850029,1537.7998073571569
200000.0,4.6767676767676765,268.4408847937575,1546.0863365629475
200000.0,4.818181818181818,270.15352716851265,1553.3602021071658
200000.0,4.959595959595959,271.7262963366963,1559.6958216967632
200000.0,5.101010101010101,273.17052917606975,1565.1539592228019
200000.0,5.242424242424242,274.4958665575262,1569.7831277681762
200000.0,5.383838383838384,275.71055654541345,1573.6234145667652
200000.0,5.525252525252525,276.8217281429587,1576.711081286402
200000.0,5.666666666666666,277.83560353667474,1579.0838038689317
200000.0,5.808080808080808,278.75773779914596,1580.7844486305453
200000.0,5.949494949494949,279.59313861508537,1581.863090755871
200000.0,6.090909090909091,280.3463715818071,1582.3764946478393
200000.0,6.232323232323232,281.0216137840148,1582.3857333352155
200000.0,6.373737373737374,281.6233725402441,1581.9533332315757
200000.0,6.515151515151515,282.1534934801326,1581.1404518755812
200000.0,6.656565656565657,282.6160960756919,1580.004432547742
200000.0,6.797979797979798,283.01400107919727,1578.5974539945219
